x1,y1,x2,y2
461,402,477,440
461,402,477,336
451,355,477,336
451,355,463,302
477,336,477,440
158,323,170,307
158,323,201,320
122,306,158,323
122,306,170,307
158,323,199,361
138,348,158,323
122,306,138,348
158,323,165,375
39,321,56,358
56,358,96,342
39,321,96,342
25,368,56,358
56,358,67,400
67,400,96,342
25,368,67,400
477,100,477,216
468,167,477,100
468,167,477,216
446,220,477,216
477,216,477,257
446,220,468,167
477,0,477,100
464,22,477,0
30,421,89,448
30,421,67,400
67,400,89,448
434,0,477,0
13,487,30,421
0,391,30,421
0,391,13,487
0,391,25,368
0,336,0,391
25,368,30,421
385,301,434,270
419,332,434,270
385,301,419,332
385,301,385,354
385,354,419,332
417,388,419,332
419,332,451,355
385,354,417,388
242,467,292,454
278,491,292,454
362,150,368,98
362,150,407,128
321,91,368,98
321,91,364,55
334,378,371,409
334,378,385,354
371,409,385,354
313,417,334,378
313,417,371,409
313,417,336,451
336,451,371,409
371,409,417,388
93,261,122,306
72,298,93,261
72,298,122,306
362,150,410,188
407,128,410,188
279,377,313,417
259,429,313,417
259,429,279,377
279,377,334,378
135,456,155,491
135,456,193,452
282,79,290,129
236,129,282,79
249,20,282,79
226,74,282,79
290,129,321,91
282,79,321,91
133,395,135,456
89,448,135,456
89,448,133,395
67,400,133,395
193,452,194,396
133,395,193,452
292,454,336,451
323,490,336,451
292,454,323,490
278,491,323,490
170,307,174,242
410,188,446,220
410,188,468,167
224,427,242,467
242,467,259,429
224,427,259,429
193,452,224,427
194,396,224,427
419,332,463,302
296,322,314,264
262,265,314,264
262,265,296,322
314,264,343,308
296,322,343,308
314,264,357,244
343,308,357,244
283,213,314,264
27,20,65,40
6,55,65,40
186,83,187,132
137,124,187,132
137,124,186,83
390,21,417,44
364,55,390,21
96,342,122,306
96,342,138,348
39,321,72,298
72,298,96,342
96,342,133,395
399,444,434,433
399,444,417,388
371,409,399,444
336,451,399,444
417,44,431,19
390,21,431,19
246,323,262,265
279,377,296,322
246,323,296,322
246,323,279,377
336,451,386,489
323,490,386,489
386,489,399,444
112,491,135,456
89,448,112,491
112,491,155,491
334,121,368,98
334,121,362,150
313,173,334,121
290,129,334,121
321,91,334,121
417,44,454,52
30,421,46,470
46,470,89,448
6,55,30,90
1,119,30,90
30,90,57,115
1,119,57,115
249,20,307,44
282,79,307,44
307,44,364,55
307,44,321,91
30,90,64,77
57,115,64,77
6,55,64,77
24,265,39,321
24,265,72,298
409,242,434,270
409,242,446,220
385,301,409,242
357,244,409,242
357,244,385,301
390,21,434,0
341,0,390,21
341,0,434,0
187,132,236,129
187,132,216,183
461,122,477,100
461,122,468,167
443,70,454,52
443,70,477,100
46,470,54,491
54,491,89,448
54,491,112,491
434,433,465,476
399,444,465,476
386,489,465,476
465,476,477,440
320,228,353,199
320,228,357,244
314,264,320,228
283,213,320,228
0,296,24,265
0,296,15,247
15,247,24,265
320,228,322,209
322,209,353,199
313,173,322,209
283,213,322,209
146,152,187,132
137,124,146,152
121,148,146,152
121,148,137,124
162,185,187,132
146,152,162,185
13,487,46,470
13,487,54,491
162,185,216,183
162,185,174,242
15,247,20,202
20,202,58,235
15,247,58,235
24,265,58,235
58,235,72,298
447,99,477,100
447,99,461,122
407,128,461,122
129,212,162,185
129,212,174,242
20,202,81,179
334,378,336,345
336,345,385,354
296,322,336,345
279,377,336,345
336,345,343,308
343,308,385,354
399,226,409,242
399,226,446,220
329,25,390,21
329,25,364,55
329,25,341,0
307,44,329,25
457,140,461,122
457,140,468,167
407,128,457,140
410,188,457,140
93,261,140,272
122,306,140,272
140,272,170,307
129,212,140,272
140,272,174,242
64,77,103,108
103,108,118,58
103,108,137,124
249,20,300,0
300,0,307,44
202,12,300,0
300,0,329,25
300,0,341,0
106,0,300,0
118,168,146,152
118,168,162,185
343,308,385,301
118,168,129,212
199,361,234,391
234,391,246,323
194,396,234,391
224,427,234,391
234,391,279,377
234,391,259,429
259,429,292,454
98,192,118,168
292,454,313,417
0,229,20,202
0,229,15,247
0,169,20,202
0,169,0,229
0,229,0,296
0,169,1,119
0,169,40,145
1,119,40,145
20,202,40,145
137,124,142,79
103,108,142,79
