Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_T
ID43093,43093,6,4.304,439.158,269.289,266
ID42930,42930,6,4.322,438.479,268.801,267
ID43252,43252,6,4.382,438.33,269.869,268
ID43416,43416,6,4.325,438.226,269.519,269
ID43581,43581,6,4.351,438.075,269.573,270
ID43905,43905,6,4.368,438.179,269.832,271
ID43743,43743,6,4.372,438.414,270.209,272
ID44065,44065,6,4.328,439.212,269.777,273
ID44229,44229,6,4.309,439.591,269.609,274
ID44389,44389,6,4.282,439.968,269.278,275
ID44548,44548,6,4.299,439.739,269.346,276
ID44708,44708,6,4.317,440.643,269.343,277
ID45024,45024,6,4.316,440.442,267.868,278
ID44864,44864,6,4.309,440.098,267.744,279
ID45182,45182,6,4.275,439.702,267.736,280
ID45346,45346,6,4.287,439.684,268.511,281
ID45506,45506,6,4.249,439.105,268.198,282
ID45664,45664,6,4.322,439.322,268.69,283
ID45821,45821,6,4.302,439.133,268.82,284
ID45982,45982,6,4.308,439.58,268.521,285
ID46561,46561,6,4.333,438.351,268.531,286
ID46142,46142,6,4.35,438.863,268.35,287
ID46305,46305,6,4.335,439.172,267.933,288
ID46554,46554,6,4.355,439.487,267.763,289
ID46945,46945,6,4.375,438.935,267.698,290
ID46786,46786,6,4.452,439.303,268.097,291
ID47106,47106,6,4.41,439.265,267.848,292
ID47264,47264,6,4.447,438.567,268.075,293
ID47921,47921,6,4.415,438.753,268.482,294
ID47759,47759,6,4.393,438.923,268.504,295
ID47428,47428,6,4.415,438.138,268.515,296
ID47592,47592,6,4.41,437.418,269.177,297
ID48250,48250,6,4.399,436.859,270.198,298
ID48087,48087,6,4.425,437.183,270.055,299
ID48572,48572,6,4.472,438.032,270.304,300
ID48412,48412,6,4.496,437.976,270.414,301
ID48888,48888,6,4.451,438.447,270.501,302
ID48731,48731,6,4.453,439.308,270.458,303
ID49047,49047,6,4.43,438.513,269.676,304
ID49203,49203,6,4.44,438.37,269.312,305
ID49359,49359,6,4.447,438.567,269.031,306
ID49520,49520,6,4.451,438.206,269.563,307
ID49837,49837,6,4.424,438.892,270.194,308
ID49679,49679,6,4.453,439.032,270.279,309
ID49994,49994,6,4.475,438.843,269.675,310
ID50157,50157,6,4.45,439.819,269.264,311
ID50319,50319,6,4.494,440.092,268.873,312
ID50481,50481,6,4.458,440.483,268.486,313
ID50643,50643,6,4.498,440.812,269.005,314
ID50966,50966,6,4.505,440.976,269.759,315
ID50802,50802,6,4.458,440.903,269.718,316
ID51127,51127,6,4.414,440.696,269.561,317
ID51289,51289,6,4.498,440.588,270.246,318
ID51450,51450,6,4.43,440.847,269.911,319
ID51613,51613,6,4.47,441.56,269.315,320
ID51778,51778,6,4.453,441.672,269.195,321
ID51941,51941,6,4.447,441.308,269.473,322
ID52105,52105,6,4.425,440.903,269.034,323
ID52267,52267,6,4.424,440.508,268.828,324
ID52430,52430,6,4.413,440.327,268.435,325
ID52594,52594,6,4.409,440.696,268.568,326
ID52758,52758,6,4.403,439.864,268.4,327
ID52922,52922,6,4.397,439.731,268.351,328
ID53086,53086,6,4.415,439.818,268.368,329
ID53249,53249,6,4.434,439.361,267.801,330
ID53413,53413,6,4.445,439.129,267.864,331
ID53577,53577,6,4.419,438.934,268.355,332
ID53737,53737,6,4.423,439.924,269.047,333
ID53897,53897,6,4.407,438.65,269.981,334
ID54054,54054,6,4.386,438.83,270.127,335
ID54211,54211,6,4.447,437.956,270.478,336
ID54370,54370,6,4.45,438.244,270.605,337
ID54529,54529,6,4.448,438.312,271.386,338
ID54687,54687,6,4.429,438.53,271.666,339
ID55010,55010,6,4.429,438.137,271.236,340
ID55172,55172,6,4.428,437.998,271.35,341
ID54850,54850,6,4.432,438.918,271.402,342
ID55333,55333,6,4.488,440.099,271.737,343
ID55807,55807,6,4.474,440.222,271.349,344
ID55488,55488,6,4.474,440.339,272.099,345
ID55647,55647,6,4.482,440.186,272.907,346
ID55965,55965,6,4.471,440.515,272.386,347
ID56122,56122,6,4.457,440.529,271.805,348
ID56434,56434,6,4.42,439.719,271.243,349
ID56280,56280,6,4.485,439.98,271.469,350
ID56589,56589,6,4.493,439.762,271.693,351
ID56746,56746,6,4.471,439.08,272.499,352
ID56904,56904,6,4.447,439.86,272.415,353
ID57223,57223,6,4.472,440.443,272.789,354
ID57064,57064,6,4.465,439.711,273.77,355
ID57383,57383,6,4.461,440.435,273.477,356
ID57541,57541,6,4.453,439.87,273.257,357
ID57699,57699,6,4.468,440.62,273.055,358
ID58016,58016,6,4.514,440.594,272.674,359
ID57857,57857,6,4.51,440.296,272.589,360
ID58173,58173,6,4.522,440.264,272.609,361
ID58331,58331,6,4.52,440.211,272.436,362
ID58647,58647,6,4.498,439.769,272.049,363
ID58490,58490,6,4.483,440.026,271.671,364
ID58806,58806,6,4.487,439.795,270.944,365
ID58965,58965,6,4.513,439.427,270.997,366
ID59202,59202,6,4.513,439.299,271.15,367
ID59440,59440,6,4.503,439.247,270.348,368
ID59224,59224,6,4.46,439.751,270.959,369
ID59599,59599,6,4.446,439.776,270.757,370
ID59918,59918,6,4.44,440.191,271.118,371
ID59759,59759,6,4.447,440.495,271.597,372
ID60074,60074,6,4.473,440.453,271.727,373
ID60232,60232,6,4.451,440.368,271.651,374
ID60390,60390,6,4.448,439.927,270.973,375
ID60703,60703,6,4.391,439.241,271.187,376
ID60547,60547,6,4.455,439.499,271.734,377
ID60862,60862,6,4.448,439.185,271.19,378
ID61021,61021,6,4.469,439.773,271.98,379
ID61180,61180,6,4.437,439.827,272.337,380
ID61338,61338,6,4.431,439.379,272.23,381
ID61497,61497,6,4.516,439.608,271.789,382
ID61655,61655,6,4.513,439.547,272.009,383
ID61817,61817,6,4.5,439.744,272.321,384
ID61977,61977,6,4.514,439.667,271.818,385
ID62135,62135,6,4.498,439.873,271.489,386
ID62294,62294,6,4.493,440.437,271.975,387
ID62453,62453,6,4.503,439.871,271.957,388
ID62611,62611,6,4.478,440.253,272.036,389
ID62769,62769,6,4.474,440.991,272.225,390
ID62928,62928,6,4.428,440.699,271.465,391
ID63088,63088,6,4.413,440.655,271.462,392
ID63247,63247,6,4.459,440.618,271.946,393
ID63407,63407,6,4.453,440.244,271.952,394
ID63568,63568,6,4.412,440.481,271.349,395
ID63729,63729,6,4.502,440.406,270.864,396
ID63890,63890,6,4.516,440.043,270.632,397
ID64050,64050,6,4.531,439.887,271.357,398
ID64210,64210,6,4.531,439.843,272.263,399
ID64368,64368,6,4.566,439.845,272.2,400
ID64528,64528,6,4.573,439.735,272.516,401
ID64688,64688,6,4.594,439.494,271.91,402
ID64846,64846,6,4.561,439.801,271.876,403
ID65006,65006,6,4.537,439.615,272.018,404
ID65165,65165,6,4.523,439.402,272.004,405
ID65321,65321,6,4.495,438.571,271.375,406
ID65478,65478,6,4.515,438.949,271.342,407
ID65635,65635,6,4.51,438.596,271.438,408
ID65793,65793,6,4.508,437.746,271.899,409
ID65952,65952,6,4.511,438.437,271.859,410
ID66112,66112,6,4.493,439.355,271.835,411
ID66275,66275,6,4.487,439.191,271.854,412
ID66435,66435,6,4.48,438.851,271.977,413
ID66595,66595,6,4.49,438.617,272.274,414
ID66756,66756,6,4.475,438.06,271.909,415
ID66917,66917,6,4.491,438.268,272.195,416
ID67073,67073,6,4.479,438.755,271.684,417
ID67390,67390,6,4.5,438.852,270.787,418
ID67231,67231,6,4.453,438.962,270.496,419
ID67548,67548,6,4.46,438.789,269.882,420
ID67711,67711,6,4.467,438.062,270.389,421
ID68039,68039,6,4.493,438.248,270.989,422
ID67877,67877,6,4.502,437.777,271.181,423
ID68202,68202,6,4.484,437.371,271.043,424
ID68682,68682,6,4.514,437.624,270.321,425
ID68362,68362,6,4.468,437.596,270.177,426
ID68523,68523,6,4.46,436.944,270.487,427
ID68843,68843,6,4.436,437.118,270.673,428
ID69006,69006,6,4.458,437.555,270.16,429
ID69171,69171,6,4.467,438.287,270.272,430
ID69336,69336,6,4.466,437.736,271.014,431
ID69502,69502,6,4.465,437.585,270.514,432
ID69664,69664,6,4.487,438.511,271.355,433
ID69829,69829,6,4.49,439.074,271.358,434
ID69991,69991,6,4.443,439.031,271.308,435
ID70155,70155,6,4.434,438.821,271.48,436
ID70316,70316,6,4.456,438.318,271.114,437
ID70478,70478,6,4.431,438.067,271.105,438
ID70639,70639,6,4.387,438.229,270.337,439
ID70801,70801,6,4.514,437.961,270.774,440
ID70960,70960,6,4.427,438.082,270.913,441
ID71116,71116,6,4.439,438.3,270.763,442
ID71273,71273,6,4.436,438.121,271.269,443
ID71430,71430,6,4.444,436.983,270.797,444
ID71585,71585,6,4.432,438.227,271.879,445
ID71741,71741,6,4.344,437.719,272.467,446
ID71894,71894,6,4.403,438.181,272.82,447
ID72050,72050,6,4.364,438.264,272.276,448
ID72208,72208,6,4.36,438.145,271.612,449
ID72368,72368,6,4.401,438.198,270.716,450
ID72680,72680,6,4.398,438.817,270.304,451
ID72525,72525,6,4.373,438.761,270.308,452
ID72839,72839,6,4.381,438.916,270.245,453
ID72994,72994,6,4.374,438.728,270.713,454
ID73302,73302,6,4.39,438.074,270.672,455
ID73149,73149,6,4.401,437.89,270.046,456
ID73456,73456,6,4.329,437.964,269.354,457
ID73767,73767,6,4.354,437.08,269.382,458
ID73613,73613,6,4.39,437.378,269.602,459
ID73921,73921,6,4.39,438.654,269.764,460
ID74078,74078,6,4.406,438.862,269.808,461
ID74237,74237,6,4.366,438.56,269.405,462
ID74556,74556,6,4.382,437.75,269.583,463
ID74396,74396,6,4.443,437.24,269.225,464
ID74713,74713,6,4.405,437.352,270.145,465
ID75034,75034,6,4.396,437.529,270.244,466
ID74875,74875,6,4.4,437.19,270.096,467
ID75197,75197,6,4.395,437.323,269.566,468
ID75361,75361,6,4.421,437.191,270.033,469
ID75523,75523,6,4.381,436.978,269.686,470
ID75686,75686,6,4.372,436.992,270.154,471
ID75849,75849,6,4.436,437.252,270.253,472
ID76012,76012,6,4.466,437.739,270.718,473
ID76174,76174,6,4.443,438.079,270.292,474
ID76336,76336,6,4.44,438.078,270.425,475
ID76499,76499,6,4.407,439.065,270.441,476
ID76664,76664,6,4.426,438.682,270.412,477
ID76829,76829,6,4.431,438.472,270.943,478
ID77152,77152,6,4.443,437.951,270.183,479
ID76992,76992,6,4.455,437.814,270.397,480
ID77482,77482,6,4.471,437.981,270.388,481
ID77316,77316,6,4.48,438.251,270.359,482
ID77645,77645,6,4.462,438.75,269.682,483
ID77808,77808,6,4.449,438.831,270.477,484
ID78138,78138,6,4.459,438.628,270.558,485
ID77972,77972,6,4.46,438.563,271.356,486
ID78468,78468,6,4.48,438.78,271.48,487
ID78302,78302,6,4.456,438.817,271.466,488
ID78632,78632,6,4.479,438.83,271.516,489
ID78794,78794,6,4.454,438.422,271.517,490
ID78959,78959,6,4.484,437.924,271.869,491
ID79122,79122,6,4.539,437.924,271.7,492
ID79289,79289,6,4.509,438.745,271.774,493
ID79458,79458,6,4.441,438.824,271.608,494
ID79619,79619,6,4.486,438.532,271.753,495
ID79781,79781,6,4.492,438.086,272.698,496
ID79943,79943,6,4.458,438.394,273.036,497
ID80106,80106,6,4.479,438.204,273.613,498
ID80269,80269,6,4.475,437.64,273.846,499
ID80430,80430,6,4.487,438.218,273.957,500
ID80593,80593,6,4.475,437.73,274.125,501
ID80758,80758,6,4.458,438.098,273.817,502
ID80922,80922,6,4.471,438.066,274.749,503
ID81086,81086,6,4.464,438.074,274.31,504
ID81251,81251,6,4.466,437.975,273.672,505
ID81417,81417,6,4.467,437.7,273.957,506
ID81581,81581,6,4.479,437.91,273.681,507
ID81745,81745,6,4.431,437.886,273.956,508
ID81908,81908,6,4.506,437.849,273.531,509
ID82071,82071,6,4.464,438.066,273.375,510
ID82395,82395,6,4.477,438.532,272.967,511
ID82231,82231,6,4.475,438.651,273.011,512
ID82558,82558,6,4.451,439.246,272.529,513
ID82723,82723,6,4.466,438.917,272.149,514
ID82923,82923,6,4.461,439.167,271.929,515
ID83011,83011,6,4.429,438.236,272.313,516
ID83202,83202,6,4.413,438.519,271.901,517
ID83677,83677,6,4.463,438.136,272.43,518
ID83361,83361,6,4.426,438.356,271.908,519
ID83517,83517,6,4.435,438.238,271.854,520
ID83834,83834,6,4.435,438.299,271.989,521
ID83990,83990,6,4.425,438.243,271.887,522
ID84146,84146,6,4.451,437.579,271.931,523
ID84306,84306,6,4.431,437.319,271.844,524
ID84467,84467,6,4.433,437.066,271.878,525
ID84627,84627,6,4.366,436.804,272.212,526
ID84787,84787,6,4.361,437.469,271.484,527
ID84949,84949,6,4.361,437.575,272.284,528
ID85109,85109,6,4.386,437.156,271.688,529
ID85268,85268,6,4.338,436.819,271.699,530
ID85425,85425,6,4.348,437.129,272.037,531
ID85583,85583,6,4.321,437.455,271.924,532
ID85741,85741,6,4.417,437.465,272.062,533
ID85904,85904,6,4.408,437.527,272.093,534
ID86059,86059,6,4.424,437.001,272.285,535
ID86215,86215,6,4.405,437.401,272.772,536
ID86372,86372,6,4.451,437.39,271.47,537
ID86530,86530,6,4.473,437.526,271.03,538
ID86687,86687,6,4.462,437.449,271.197,539
ID86848,86848,6,4.437,437.347,270.749,540
ID87011,87011,6,4.402,437.842,271.072,541
ID87170,87170,6,4.418,437.2,271.277,542
ID87330,87330,6,4.438,437.558,271.252,543
ID87491,87491,6,4.436,437.435,271.431,544
ID87655,87655,6,4.442,437.459,271.694,545
ID87818,87818,6,4.382,437.967,271.392,546
ID87979,87979,6,4.377,438.407,271.053,547
ID88140,88140,6,4.385,438.524,270.74,548
ID88302,88302,6,4.393,439.019,270.559,549
ID88466,88466,6,4.432,438.508,270.725,550
ID88791,88791,6,4.406,438.726,271.166,551
ID88628,88628,6,4.423,439.016,270.668,552
ID89117,89117,6,4.382,439.405,270.607,553
ID88954,88954,6,4.44,439.888,270.727,554
ID89442,89442,6,4.406,439.827,271.599,555
ID89282,89282,6,4.394,440.073,271.449,556
ID89602,89602,6,4.38,440.386,271.562,557
ID89763,89763,6,4.371,440.017,271.533,558
ID90091,90091,6,4.362,439.613,272.337,559
ID89927,89927,6,4.312,438.506,272.653,560
ID90409,90409,6,4.356,438.222,272.365,561
ID90249,90249,6,4.322,438.094,272.336,562
ID90568,90568,6,4.344,438.606,272.147,563
ID90731,90731,6,4.361,438.571,271.954,564
ID91053,91053,6,4.355,438.602,272.128,565
ID90893,90893,6,4.434,438.715,272.982,566
ID91215,91215,6,4.413,438.624,272.987,567
ID91373,91373,6,4.428,439.065,272.3,568
ID91689,91689,6,4.371,439.639,272.131,569
ID91533,91533,6,4.405,439.318,271.97,570
ID91850,91850,6,4.431,439.475,272.047,571
ID92013,92013,6,4.43,439.587,272.168,572
ID92174,92174,6,4.423,439.573,272.635,573
ID92493,92493,6,4.409,439.592,272.402,574
ID92335,92335,6,4.411,439.555,271.925,575
ID92652,92652,6,4.445,439.087,272.186,576
ID92809,92809,6,4.383,439.185,272.246,577
ID92967,92967,6,4.44,438.991,271.237,578
ID93124,93124,6,4.414,439.28,270.537,579
ID93285,93285,6,4.441,438.619,271.292,580
