x1,y1,x2,y2
723,5,737,43
603,0,723,5
603,0,683,27
683,27,723,5
683,27,737,43
319,8,357,0
357,0,368,41
319,8,368,41
319,8,320,49
274,38,319,8
211,1,319,8
211,1,357,0
856,35,895,70
844,90,856,35
166,527,200,492
895,70,916,15
856,35,916,15
803,63,844,90
803,63,856,35
877,0,916,15
877,0,955,10
916,15,955,10
36,463,94,478
36,463,44,519
856,35,877,0
463,122,498,73
461,70,463,122
424,109,463,122
420,156,463,122
700,316,706,354
706,354,753,316
706,354,710,404
669,373,706,354
666,345,706,354
706,354,773,387
753,316,773,387
494,470,530,523
530,523,545,484
469,488,530,523
832,483,863,530
863,530,878,487
832,483,878,487
832,483,841,421
619,424,669,421
795,479,832,483
785,495,832,483
828,539,832,483
567,35,629,29
611,80,629,29
611,80,678,95
629,29,678,95
678,95,683,27
629,29,683,27
603,0,629,29
603,0,820,0
723,5,820,0
789,21,820,0
803,63,820,0
820,0,856,35
820,0,877,0
869,178,920,189
869,178,895,120
802,146,843,135
843,135,869,178
802,146,869,178
869,178,892,241
820,212,869,178
21,297,64,274
368,41,388,28
368,41,408,48
190,260,207,308
190,260,234,268
309,475,339,427
339,427,373,463
309,475,373,463
186,171,204,148
204,148,210,171
636,125,678,95
611,80,636,125
636,125,694,161
591,124,636,125
636,125,638,159
402,353,445,396
402,353,451,349
176,123,204,148
176,123,186,171
123,142,176,123
123,142,186,171
916,15,947,47
947,47,955,10
439,457,445,396
895,70,947,47
930,92,947,47
947,47,947,130
373,463,401,499
373,463,439,457
715,528,745,502
600,472,619,424
709,494,715,528
339,427,403,422
399,389,403,422
339,427,399,389
399,389,445,396
399,389,402,353
358,371,399,389
403,422,445,396
128,105,191,79
128,105,131,64
72,81,128,105
176,123,191,79
128,105,176,123
96,115,128,105
123,142,128,105
563,256,603,222
603,222,608,292
581,161,603,222
603,222,638,159
573,195,603,222
603,222,637,244
603,222,644,211
248,182,268,237
803,63,809,111
766,108,809,111
802,146,809,111
809,111,843,135
809,111,844,90
287,180,312,211
268,237,287,180
248,182,287,180
287,180,332,168
284,139,287,180
248,182,284,139
123,30,130,13
940,239,953,269
892,241,953,269
947,305,953,269
901,308,953,269
953,269,956,523
114,275,130,318
78,291,114,275
114,275,144,280
94,478,124,437
110,231,114,275
64,274,114,275
368,41,393,72
375,96,393,72
393,72,408,48
393,72,424,109
357,503,373,463
363,255,392,226
392,226,420,248
420,248,427,199
392,226,427,199
309,475,357,503
380,187,392,226
718,60,751,72
718,60,737,43
718,60,725,121
678,95,718,60
683,27,718,60
0,477,36,463
522,444,530,397
468,7,500,41
181,379,246,399
174,338,181,379
181,379,211,358
110,231,114,186
114,186,186,171
114,186,146,209
146,209,186,171
191,79,214,104
214,104,256,99
204,148,214,104
176,123,214,104
59,442,84,401
37,413,59,442
36,463,37,413
36,463,59,442
59,442,94,478
600,472,658,479
619,424,658,479
59,442,124,437
167,214,182,190
146,209,182,190
403,422,439,457
373,463,403,422
214,104,237,132
237,132,256,99
237,132,248,182
210,171,237,132
204,148,237,132
237,132,284,139
6,539,102,538
6,539,44,519
0,514,6,539
8,448,36,463
0,477,8,448
8,448,37,413
0,0,0,43
0,43,35,13
0,43,52,51
773,387,809,346
809,346,817,412
809,346,840,343
802,308,809,346
753,316,809,346
940,239,959,203
920,189,959,203
953,269,959,203
956,523,959,203
0,405,37,413
0,405,8,448
0,405,0,477
947,130,958,175
920,189,958,175
958,175,959,203
947,47,958,175
955,10,958,175
