TRACK_ID,POSITION_X,POSITION_Y,POSITION_T
3,259.095,93.262,844
3,259.087,93.497,845
3,258.679,93.44,846
3,258.872,93.75,847
3,258.377,92.946,848
3,257.792,93.251,849
3,257.914,93.019,850
3,258.6,92.891,851
3,258.082,92.767,852
3,259.054,92.312,853
3,259.032,92.035,854
3,259.105,91.833,855
3,258.328,90.679,856
3,258.029,91.159,857
3,258.126,91.667,858
3,257.939,91.257,859
3,257.694,91.413,860
3,258.45,91.591,861
3,258.938,91.549,862
3,259.094,91.901,863
3,259.39,93.074,864
3,259.702,92.187,865
3,258.949,93.287,866
3,258.298,93.113,867
3,258.345,91.836,868
3,258.267,92.098,869
3,257.983,92.051,870
3,258.309,92.008,871
3,257.873,91.744,872
3,257.681,91.087,873
3,256.611,91.106,874
3,258.382,91.151,875
3,256.799,92.038,876
3,256.165,91.468,877
3,256.961,91.523,878
3,256.503,90.95,879
3,256.128,92.129,880
3,256.608,91.949,881
3,256.931,91.384,882
3,258.182,91.835,883
3,258.131,90.426,884
3,258.039,90.178,885
3,257.366,91.013,886
3,257.499,89.753,887
3,257.38,89.833,888
3,257.348,89.893,889
3,257.658,90.974,890
3,257.603,91.567,891
3,258.456,91.71,892
3,258.862,91.95,893
3,258.698,91.697,894
3,258.201,91.69,895
3,258.326,92.277,896
3,258.508,92.836,897
3,258.364,92.835,898
3,257.446,94.49,899
3,257.723,95.797,900
3,256.398,96.58,901
3,255.617,95.948,902
3,255.249,94.732,903
3,255.79,94.004,904
3,256.255,94.663,905
3,255.851,93.603,906
3,256.033,92.019,907
3,255.932,92.436,908
3,256.016,92.513,909
3,255.769,93.017,910
3,255.922,92.228,911
3,256.02,92.25,912
3,255.951,91.897,913
3,255.911,92.107,914
3,256.445,92.336,915
3,257.045,92.594,916
3,257.731,93.077,917
3,257.414,93.039,918
3,257.141,92.903,919
3,256.908,92.199,920
3,257.416,92.174,921
3,258.149,91.939,922
3,256.613,91.205,923
3,256.421,90.503,924
3,256.992,90.519,925
3,256.774,90.828,926
3,256.513,89.727,927
3,257.225,90.201,928
3,256.924,91.334,929
3,256.277,90.757,930
3,256.812,90.182,931
3,257.279,91.506,932
3,256.487,91.843,933
3,256.511,90.834,934
3,256.255,89.18,935
3,255.717,88.703,936
3,255.8,88.894,937
3,255.622,89.231,938
3,256.192,89.194,939
3,254.979,89.222,940
3,255.212,89.021,941
3,255.328,87.779,942
3,255.258,87.63,943
3,255.372,88.575,944
3,255.577,88.442,945
3,255.675,89.074,946
3,256.229,89.313,947
3,255.631,88.928,948
3,255.095,88.794,949
3,255.395,89.048,950
3,254.208,88.605,951
3,254.487,88.939,952
3,254.999,89.339,953
3,255.256,89.404,954
3,254.812,90.249,955
3,254.946,90.399,956
3,253.077,90.367,957
3,253.636,90.302,958
3,254.369,89.952,959
3,253.893,90.486,960
3,254.711,90.321,961
3,255.161,89.795,962
3,254.658,90.904,963
3,255.082,90.112,964
3,254.742,90.532,965
3,255.53,91.331,966
3,255.354,91.031,967
3,256.136,89.628,968
3,256.952,90.571,969
3,256.41,89.304,970
3,256.513,89.082,971
3,256.078,89.419,972
3,256.731,89.094,973
3,256.134,88.832,974
3,255.181,88.243,975
3,255.071,89.075,976
3,255.28,89.559,977
3,254.234,89.952,978
3,254.044,89.045,979
3,254.901,88.487,980
3,255.037,89.654,981
3,255.352,89.176,982
3,254.788,89.268,983
3,254.665,89.448,984
3,256.055,89.113,985
3,255.596,89.951,986
3,255.921,89.372,987
3,256.058,88.455,988
3,255.573,88.475,989
3,255.725,88.173,990
3,256.195,89.436,991
3,256.128,89.038,992
3,255.223,89.626,993
3,255.696,89.648,994
3,254.996,89.538,995
3,254.889,88.711,996
3,255.57,89.189,997
3,254.89,87.979,998
3,254.964,88.229,999
3,254.768,88.164,1000
3,255.793,89.464,1001
3,255.871,89.767,1002
3,254.845,89.3,1003
3,255.865,88.741,1004
3,256.219,89.202,1005
3,256.658,89.618,1006
3,256.378,89.641,1007
3,256.248,88.828,1008
3,256.26,89.039,1009
3,255.714,88.158,1010
3,254.038,86.792,1011
3,254.033,86.746,1012
3,254.098,86.678,1013
3,254.782,86.454,1014
3,254.007,86.891,1015
3,255.251,86.845,1016
3,254.854,87.372,1017
3,255.275,88.515,1018
3,255.007,87.171,1019
3,255.711,88.041,1020
3,254.962,87.722,1021
3,255.124,87.119,1022
3,256.26,88.408,1023
3,255.688,88.584,1024
3,255.665,89.698,1025
3,255.107,89.637,1026
3,256.643,88.794,1027
3,255.624,88.092,1028
3,254.972,88.373,1029
3,254.586,88.364,1030
3,254.506,87.883,1031
3,254.441,87.01,1032
3,254.503,87.924,1033
3,254.439,86.945,1034
3,254.636,87.488,1035
3,255.443,87.719,1036
3,255.459,88.04,1037
3,254.624,88.405,1038
3,254.971,89.925,1039
3,254.972,88.692,1040
3,255.189,88.782,1041
3,256.441,89.411,1042
3,255.589,89.646,1043
3,255.83,89.243,1044
3,256.065,89.206,1045
3,255.738,88.701,1046
3,256.252,88.987,1047
3,256.27,89.311,1048
3,256.381,89.284,1049
3,255.664,89.436,1050
3,255.635,88.848,1051
3,255.212,88.728,1052
3,254.694,88.514,1053
3,254.616,87.765,1054
3,254.488,87.637,1055
3,254.543,86.811,1056
3,254.091,86.929,1057
3,254.276,87.509,1058
3,255.056,87.593,1059
3,255.099,87.709,1060
3,255.71,88.399,1061
3,256.668,88.73,1062
3,256.712,88.949,1063
3,257.185,89.872,1064
3,256.907,89.334,1065
3,257.285,89.273,1066
3,256.784,89.357,1067
3,257.136,90.106,1068
3,256.748,89.168,1069
3,256.497,88.879,1070
3,256.4,88.846,1071
3,255.779,87.286,1072
3,255.951,87.442,1073
